index,year,state,commodity_name,refed_food_department,refed_food_category,acres_planted,acres_harvested,us_dollars_harvested,tons_harvested,percent_maturity,acres_unharvested,yield_tons_per_acre,price_per_ton,tons_never_harvested,tons_never_harvested_not_marketable,tons_never_harvested_inedible,tons_never_harvested_bad_weather,tons_never_harvested_pests_disease,tons_never_harvested_market_dynamics,tons_never_harvested_other
2348,2016,pennsylvania,grapes,produce,grapes,13000.0,13000.0,27151000.0,85800.0,0.5,0.0,6.6,316.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,2016,texas,grapes,produce,grapes,4500.0,4500.0,20664000.0,13600.0,0.5,0.0,3.0,1519.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,2016,virginia,grapes,produce,grapes,4000.0,4000.0,16830000.0,8500.0,0.5,0.0,2.1,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2351,2016,washington,grapes,produce,grapes,73000.0,73000.0,360060000.0,490000.0,0.5,0.0,6.7,734.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,2016,california,green beans,produce,green beans,7000.0,7000.0,57689000.0,42000.0,0.5,0.0,6.0,1373.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2353,2016,delaware,green beans,produce,green beans,2300.0,2200.0,2660000.0,7150.0,0.5,100.0,3.2,372.0,160.0,44.8,44.8,6.7,0.1,0.0,63.6
2354,2016,florida,green beans,produce,green beans,30000.0,29500.0,82701000.0,81125.0,0.5,500.0,2.8,1019.4,700.0,196.0,196.0,29.4,0.4,0.1,278.1
2355,2016,georgia,green beans,produce,green beans,14100.0,13400.0,28435000.0,36850.0,0.5,700.0,2.8,771.6,980.0,274.4,274.4,41.2,0.6,0.1,389.3
2356,2016,illinois,green beans,produce,green beans,15600.0,15200.0,21435000.0,64600.0,0.5,400.0,4.2,331.8,840.0,235.2,235.2,35.3,0.5,0.1,333.7
2357,2016,indiana,green beans,produce,green beans,3200.0,3000.0,4806000.0,13650.0,0.5,200.0,4.6,352.1,460.0,128.8,128.8,19.3,0.3,0.1,182.7
2358,2016,maryland,green beans,produce,green beans,4400.0,4400.0,5185000.0,14300.0,0.5,0.0,3.2,362.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2359,2016,michigan,green beans,produce,green beans,19300.0,18400.0,32263000.0,83720.0,0.5,900.0,4.6,385.4,2070.0,579.6,579.6,86.9,1.3,0.3,822.3
2360,2016,minnesota,green beans,produce,green beans,5200.0,5000.0,3804000.0,18250.0,0.5,200.0,3.6,208.4,360.0,100.8,100.8,15.1,0.2,0.0,143.0
2361,2016,new jersey,green beans,produce,green beans,2900.0,2700.0,3386000.0,4590.0,0.5,200.0,1.7,737.7,170.0,47.6,47.6,7.1,0.1,0.0,67.5
2362,2016,new york,green beans,produce,green beans,30600.0,28300.0,52146000.0,99050.0,0.5,2300.0,3.5,526.5,4025.0,1127.0,1127.0,169.0,2.5,0.5,1598.9
2363,2016,north carolina,green beans,produce,green beans,5000.0,4600.0,5829000.0,8970.0,0.5,400.0,2.0,649.8,400.0,112.0,112.0,16.8,0.3,0.1,158.9
2364,2016,oregon,green beans,produce,green beans,12200.0,12100.0,17419000.0,81675.0,0.5,100.0,6.8,213.3,340.0,95.2,95.2,14.3,0.2,0.0,135.1
2365,2016,pennsylvania,green beans,produce,green beans,10000.0,9400.0,9075000.0,26790.0,0.5,600.0,2.8,338.7,840.0,235.2,235.2,35.3,0.5,0.1,333.7
2366,2016,tennessee,green beans,produce,green beans,10600.0,10200.0,25239000.0,32640.0,0.5,400.0,3.2,773.3,640.0,179.2,179.2,26.9,0.4,0.1,254.2
2367,2016,texas,green beans,produce,green beans,2500.0,2200.0,1249000.0,6050.0,0.5,300.0,2.8,206.4,420.0,117.6,117.6,17.6,0.3,0.1,166.8
2368,2016,washington,green beans,produce,green beans,2900.0,2900.0,4968000.0,13340.0,0.5,0.0,4.6,372.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2369,2016,wisconsin,green beans,produce,green beans,71800.0,66600.0,45634000.0,366300.0,0.5,5200.0,5.5,124.6,14300.0,4004.0,4004.0,600.6,9.0,1.9,5680.5
2370,2016,california,honeydew,produce,honeydew,12100.0,12100.0,75111000.0,196625.0,0.5,0.0,16.2,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,2016,california,kiwifruit,produce,kiwis,3900.0,3900.0,44431000.0,28300.0,0.5,0.0,7.3,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2372,2016,arizona,lemons,produce,lemons,7500.0,7500.0,56792105.26,70000.0,0.5,0.0,9.3,811.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,2016,california,lemons,produce,lemons,47000.0,47000.0,678260000.0,836000.0,0.5,0.0,17.8,811.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,2016,arizona,lettuce,produce,lettuce,73100.0,72600.0,920707000.0,1184700.0,0.5,500.0,16.3,777.2,4075.0,1141.0,1141.0,171.2,2.6,0.5,1618.8
2375,2016,california,lettuce,produce,lettuce,245600.0,244100.0,2260860000.0,3976350.0,0.5,1500.0,16.3,568.6,12225.0,3423.0,3423.0,513.4,7.7,1.6,4856.3
2376,2016,california,nectarines,produce,nectarines,17000.0,17000.0,122744000.0,141550.0,0.5,0.0,8.3,867.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2377,2016,washington,nectarines,produce,nectarines,1000.0,1000.0,11047000.0,9800.0,0.5,0.0,9.8,1127.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,2016,california,onions,produce,onions,44900.0,43000.0,178165000.0,935250.0,0.5,1900.0,21.8,190.5,20710.0,5798.8,5798.8,869.8,13.0,2.7,8226.8
2379,2016,colorado,onions,produce,onions,3600.0,3100.0,21902000.0,69750.0,0.5,500.0,22.5,314.0,5625.0,1575.0,1575.0,236.3,3.5,0.7,2234.5
2380,2016,georgia,onions,produce,onions,12400.0,11400.0,115596000.0,148200.0,0.5,1000.0,13.0,780.0,6500.0,1820.0,1820.0,273.0,4.1,0.8,2582.1
2381,2016,idaho,onions,produce,onions,13900.0,13700.0,64994000.0,589100.0,0.5,200.0,43.0,110.3,4300.0,1204.0,1204.0,180.6,2.7,0.6,1708.1
2382,2016,new mexico,onions,produce,onions,6200.0,6100.0,94465000.0,176900.0,0.5,100.0,29.0,534.0,1450.0,406.0,406.0,60.9,0.9,0.2,576.0
2383,2016,new york,onions,produce,onions,7200.0,7000.0,46655000.0,108500.0,0.5,200.0,15.5,430.0,1550.0,434.0,434.0,65.1,1.0,0.2,615.7
2384,2016,oregon,onions,produce,onions,23800.0,23500.0,242676000.0,906000.0,0.5,300.0,38.6,267.9,5790.0,1621.2,1621.2,243.2,3.6,0.8,2300.0
2385,2016,texas,onions,produce,onions,11000.0,9200.0,64301000.0,135700.0,0.5,1800.0,14.8,473.8,13320.0,3729.6,3729.6,559.4,8.4,1.7,5291.2
2386,2016,washington,onions,produce,onions,31000.0,30900.0,230564000.0,1120125.0,0.5,100.0,36.2,205.8,1810.0,506.8,506.8,76.0,1.1,0.2,719.0
2387,2016,california,oranges,produce,oranges,157000.0,157000.0,826294000.0,2340000.0,0.5,0.0,14.9,353.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2388,2016,florida,oranges,produce,oranges,387000.0,387000.0,1070657000.0,3677000.0,0.5,0.0,9.5,291.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,2016,texas,oranges,produce,oranges,7400.0,7400.0,30319000.0,71000.0,0.5,0.0,9.6,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,2016,oregon,boysenberries,produce,other berries,340.0,340.0,1345000.0,1080.0,0.5,0.0,3.2,1245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2391,2016,arizona,dates,produce,other fruit,2200.0,2200.0,21098000.0,6940.0,0.5,0.0,3.2,3040.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,2016,california,dates,produce,other fruit,10100.0,10100.0,75156000.0,30400.0,0.5,0.0,3.0,2472.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,2016,california,prunes,produce,other fruit,45000.0,45000.0,117720000.0,54000.0,0.5,0.0,1.2,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2394,2016,hawaii,papayas,produce,papayas,700.0,700.0,9713000.0,9880.0,0.5,0.0,14.1,983.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,2016,alabama,peaches,produce,peaches,1500.0,1500.0,4545000.0,3300.0,0.5,0.0,2.2,1377.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,2016,california,peaches,produce,peaches,40200.0,40200.0,350285000.0,569000.0,0.5,0.0,14.2,615.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,2016,colorado,peaches,produce,peaches,2500.0,2500.0,27068000.0,13730.0,0.5,0.0,5.5,1971.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,2016,georgia,peaches,produce,peaches,10000.0,10000.0,42094000.0,43300.0,0.5,0.0,4.3,972.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,2016,idaho,peaches,produce,peaches,880.0,880.0,6946000.0,7770.0,0.5,0.0,8.8,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,2016,illinois,peaches,produce,peaches,1100.0,1100.0,13780000.0,5420.0,0.5,0.0,4.9,2542.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,2016,maryland,peaches,produce,peaches,800.0,800.0,3109000.0,2550.0,0.5,0.0,3.2,1219.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,2016,michigan,peaches,produce,peaches,2300.0,2300.0,9650000.0,11000.0,0.5,0.0,4.8,877.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,2016,missouri,peaches,produce,peaches,1100.0,1100.0,4414000.0,2570.0,0.5,0.0,2.3,1717.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,2016,new jersey,peaches,produce,peaches,4300.0,4300.0,26244000.0,18470.0,0.5,0.0,4.3,1420.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,2016,new york,peaches,produce,peaches,1400.0,1400.0,3329000.0,2420.0,0.5,0.0,1.7,1375.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,2016,north carolina,peaches,produce,peaches,900.0,900.0,3483000.0,2700.0,0.5,0.0,3.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,2016,ohio,peaches,produce,peaches,640.0,640.0,2678000.0,1570.0,0.5,0.0,2.5,1705.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,2016,pennsylvania,peaches,produce,peaches,4000.0,4000.0,19118000.0,16000.0,0.5,0.0,4.0,1194.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,2016,south carolina,peaches,produce,peaches,13000.0,13000.0,67934000.0,63300.0,0.5,0.0,4.9,1073.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,2016,texas,peaches,produce,peaches,3000.0,3000.0,9240000.0,4400.0,0.5,0.0,1.5,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,2016,utah,peaches,produce,peaches,1200.0,1200.0,6970000.0,5160.0,0.5,0.0,4.3,1350.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,2016,virginia,peaches,produce,peaches,1000.0,1000.0,4355000.0,3250.0,0.5,0.0,3.2,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,2016,washington,peaches,produce,peaches,2100.0,2100.0,13567000.0,12530.0,0.5,0.0,6.0,1082.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,2016,west virginia,peaches,produce,peaches,950.0,950.0,3815000.0,3500.0,0.5,0.0,3.7,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,2016,california,pears,produce,pears,10400.0,10400.0,95853000.0,175000.0,0.5,0.0,16.8,547.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,2016,oregon,pears,produce,pears,14900.0,14900.0,154082000.0,214910.0,0.5,0.0,14.4,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,2016,washington,pears,produce,pears,20800.0,20800.0,235828000.0,348860.0,0.5,0.0,16.8,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,2016,illinois,peas,produce,peas,7100.0,6600.0,4047000.0,14850.0,0.5,500.0,2.2,272.5,550.0,154.0,154.0,23.1,0.3,0.1,218.5
2419,2016,minnesota,peas,produce,peas,52300.0,46300.0,23808000.0,94915.0,0.5,6000.0,2.0,250.8,6000.0,1680.0,1680.0,252.0,3.8,0.8,2383.4
2420,2016,new york,peas,produce,peas,8300.0,8100.0,3482000.0,14175.0,0.5,200.0,1.8,245.6,180.0,50.4,50.4,7.6,0.1,0.0,71.5
2421,2016,oregon,peas,produce,peas,20900.0,18900.0,10884000.0,37800.0,0.5,2000.0,2.0,287.9,2000.0,560.0,560.0,84.0,1.3,0.3,794.5
2422,2016,washington,peas,produce,peas,34200.0,32300.0,27593000.0,80750.0,0.5,1900.0,2.5,341.7,2375.0,665.0,665.0,99.8,1.5,0.3,943.4
2423,2016,wisconsin,peas,produce,peas,28700.0,27100.0,13007000.0,63685.0,0.5,1600.0,2.4,204.2,1920.0,537.6,537.6,80.6,1.2,0.2,762.7
2424,2016,california,plums,produce,plums,15000.0,15000.0,87460000.0,108800.0,0.5,0.0,7.3,803.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,2016,alaska,potatoes,produce,potatoes,550.0,530.0,3308000.0,7950.0,0.5,20.0,15.0,416.1,150.0,42.0,42.0,6.3,0.1,0.0,59.6
2426,2016,california,potatoes,produce,potatoes,39400.0,38300.0,279443000.0,768600.0,0.5,1100.0,20.1,363.6,11055.0,3095.4,3095.4,464.3,7.0,1.4,4391.5
2427,2016,california,sweet potatoes,produce,potatoes,20000.0,20000.0,143220000.0,310000.0,0.5,0.0,15.5,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,2016,colorado,potatoes,produce,potatoes,57300.0,57100.0,213466000.0,1111800.0,0.5,200.0,19.5,192.0,1950.0,546.0,546.0,81.9,1.2,0.3,774.6
2429,2016,florida,potatoes,produce,potatoes,25000.0,22900.0,86650000.0,269100.0,0.5,2100.0,11.8,322.0,12390.0,3469.2,3469.2,520.4,7.8,1.6,4921.8
2430,2016,idaho,potatoes,produce,potatoes,325000.0,324000.0,968274000.0,6966000.0,0.5,1000.0,21.5,139.0,10750.0,3010.0,3010.0,451.5,6.8,1.4,4270.3
2431,2016,illinois,potatoes,produce,potatoes,7500.0,7400.0,28159000.0,140600.0,0.5,100.0,19.0,200.3,950.0,266.0,266.0,39.9,0.6,0.1,377.4
2432,2016,kansas,potatoes,produce,potatoes,4200.0,4200.0,11592000.0,63000.0,0.5,0.0,15.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,2016,louisiana,sweet potatoes,produce,potatoes,10000.0,9500.0,32376000.0,76000.0,0.5,500.0,8.0,426.0,2000.0,560.0,560.0,84.0,1.3,0.3,794.5
2434,2016,maine,potatoes,produce,potatoes,47000.0,46500.0,173800000.0,755650.0,0.5,500.0,16.3,230.0,4075.0,1141.0,1141.0,171.2,2.6,0.5,1618.8
2435,2016,michigan,potatoes,produce,potatoes,48000.0,47000.0,177378000.0,869500.0,0.5,1000.0,18.5,204.0,9250.0,2590.0,2590.0,388.5,5.8,1.2,3674.5
2436,2016,minnesota,potatoes,produce,potatoes,44000.0,43000.0,155660000.0,860000.0,0.5,1000.0,20.0,181.0,10000.0,2800.0,2800.0,420.0,6.3,1.3,3972.4
2437,2016,mississippi,sweet potatoes,produce,potatoes,30000.0,29000.0,112404000.0,246500.0,0.5,1000.0,8.5,456.0,4250.0,1190.0,1190.0,178.5,2.7,0.6,1688.3
2438,2016,missouri,potatoes,produce,potatoes,8200.0,7900.0,26751000.0,120500.0,0.5,300.0,15.3,222.0,2295.0,642.6,642.6,96.4,1.4,0.3,911.7
2439,2016,montana,potatoes,produce,potatoes,11100.0,11000.0,46800000.0,184250.0,0.5,100.0,16.8,254.0,840.0,235.2,235.2,35.3,0.5,0.1,333.7
2440,2016,nebraska,potatoes,produce,potatoes,16500.0,16400.0,81180000.0,369000.0,0.5,100.0,22.5,220.0,1125.0,315.0,315.0,47.2,0.7,0.1,446.9
2441,2016,new york,potatoes,produce,potatoes,15000.0,14800.0,44755000.0,177600.0,0.5,200.0,12.0,252.0,1200.0,336.0,336.0,50.4,0.8,0.2,476.7
2442,2016,north carolina,potatoes,produce,potatoes,14000.0,13600.0,32613000.0,149600.0,0.5,400.0,11.0,218.0,2200.0,616.0,616.0,92.4,1.4,0.3,873.9
2443,2016,north carolina,sweet potatoes,produce,potatoes,98000.0,95000.0,309510000.0,855000.0,0.5,3000.0,9.0,362.0,13500.0,3780.0,3780.0,567.0,8.5,1.8,5362.7
2444,2016,north dakota,potatoes,produce,potatoes,80000.0,72000.0,222480000.0,1080000.0,0.5,8000.0,15.0,206.0,60000.0,16800.0,16800.0,2520.0,37.8,7.8,23834.4
2445,2016,oregon,potatoes,produce,potatoes,45000.0,44900.0,209279000.0,1324550.0,0.5,100.0,29.5,158.0,1475.0,413.0,413.0,62.0,0.9,0.2,585.9
2446,2016,texas,potatoes,produce,potatoes,21500.0,21000.0,141845000.0,414750.0,0.5,500.0,19.8,342.0,4950.0,1386.0,1386.0,207.9,3.1,0.6,1966.3
2447,2016,virginia,potatoes,produce,potatoes,4400.0,4100.0,18192000.0,59450.0,0.5,300.0,14.5,306.0,2175.0,609.0,609.0,91.4,1.4,0.3,864.0
2448,2016,washington,potatoes,produce,potatoes,170000.0,169000.0,813313000.0,5281250.0,0.5,1000.0,31.2,154.0,15600.0,4368.0,4368.0,655.2,9.8,2.0,6196.9
2449,2016,wisconsin,potatoes,produce,potatoes,69000.0,68000.0,343128000.0,1479000.0,0.5,1000.0,21.8,232.0,10900.0,3052.0,3052.0,457.8,6.9,1.4,4329.9
2450,2016,california,pumpkins,produce,pumpkins,4900.0,4800.0,23976000.0,64800.0,0.5,100.0,13.5,370.0,675.0,189.0,189.0,28.4,0.4,0.1,268.1
2451,2016,illinois,pumpkins,produce,pumpkins,18100.0,17400.0,42824000.0,339300.0,0.5,700.0,19.5,126.2,6825.0,1911.0,1911.0,286.7,4.3,0.9,2711.2
2452,2016,indiana,pumpkins,produce,pumpkins,7100.0,7000.0,13608000.0,47250.0,0.5,100.0,6.8,288.0,340.0,95.2,95.2,14.3,0.2,0.0,135.1
2453,2016,michigan,pumpkins,produce,pumpkins,5400.0,5100.0,11909000.0,39525.0,0.5,300.0,7.8,301.3,1170.0,327.6,327.6,49.1,0.7,0.2,464.8
2454,2016,minnesota,pumpkins,produce,pumpkins,2100.0,2000.0,3950000.0,11000.0,0.5,100.0,5.5,359.1,275.0,77.0,77.0,11.6,0.2,0.0,109.2
2455,2016,new jersey,pumpkins,produce,pumpkins,2100.0,2000.0,5340000.0,10000.0,0.5,100.0,5.0,534.0,250.0,70.0,70.0,10.5,0.2,0.0,99.3
2456,2016,new york,pumpkins,produce,pumpkins,6500.0,5700.0,12717000.0,32775.0,0.5,800.0,5.8,388.0,2320.0,649.6,649.6,97.4,1.5,0.3,921.6
2457,2016,north carolina,pumpkins,produce,pumpkins,3100.0,2900.0,18661000.0,37700.0,0.5,200.0,13.0,495.0,1300.0,364.0,364.0,54.6,0.8,0.2,516.4
2458,2016,ohio,pumpkins,produce,pumpkins,3800.0,3500.0,9362000.0,26250.0,0.5,300.0,7.5,356.6,1125.0,315.0,315.0,47.2,0.7,0.1,446.9
2459,2016,oregon,pumpkins,produce,pumpkins,2200.0,2100.0,5146000.0,24150.0,0.5,100.0,11.5,213.1,575.0,161.0,161.0,24.2,0.4,0.1,228.4
2460,2016,pennsylvania,pumpkins,produce,pumpkins,7400.0,7000.0,24158000.0,59500.0,0.5,400.0,8.5,406.0,1700.0,476.0,476.0,71.4,1.1,0.2,675.3
2461,2016,tennessee,pumpkins,produce,pumpkins,1500.0,1400.0,4641000.0,10500.0,0.5,100.0,7.5,442.0,375.0,105.0,105.0,15.8,0.2,0.0,149.0
2462,2016,texas,pumpkins,produce,pumpkins,4400.0,4000.0,17056000.0,82000.0,0.5,400.0,20.5,208.0,4100.0,1148.0,1148.0,172.2,2.6,0.5,1628.7
2463,2016,virginia,pumpkins,produce,pumpkins,3800.0,3600.0,18421000.0,30600.0,0.5,200.0,8.5,602.0,850.0,238.0,238.0,35.7,0.5,0.1,337.7
2464,2016,washington,pumpkins,produce,pumpkins,3000.0,2900.0,13538000.0,26100.0,0.5,100.0,9.0,518.7,450.0,126.0,126.0,18.9,0.3,0.1,178.8
2465,2016,wisconsin,pumpkins,produce,pumpkins,3700.0,3200.0,6254000.0,17600.0,0.5,500.0,5.5,355.3,1375.0,385.0,385.0,57.8,0.9,0.2,546.2
2466,2016,california,raspberries,produce,raspberries,8450.0,8450.0,303355000.0,84835.0,0.5,0.0,10.0,3575.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,2016,oregon,raspberries,produce,raspberries,1750.0,1750.0,9260000.0,4275.0,0.5,0.0,2.4,2166.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,2016,washington,raspberries,produce,raspberries,9610.0,9610.0,67970000.0,40055.0,0.5,0.0,4.2,1696.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,2016,arizona,spinach,produce,spinach,11200.0,11200.0,93139000.0,100800.0,0.5,0.0,9.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,2016,california,spinach,produce,spinach,40000.0,39000.0,256978000.0,253500.0,0.5,1000.0,6.5,1013.7,3250.0,910.0,910.0,136.5,2.0,0.4,1291.0
2471,2016,new jersey,spinach,produce,spinach,2500.0,2400.0,14111000.0,19800.0,0.5,100.0,8.2,712.7,410.0,114.8,114.8,17.2,0.3,0.1,162.9
2472,2016,texas,spinach,produce,spinach,4200.0,4000.0,10245000.0,49000.0,0.5,200.0,12.2,209.1,1220.0,341.6,341.6,51.2,0.8,0.2,484.6
2473,2016,california,squash,produce,squash,7900.0,7800.0,43796000.0,78000.0,0.5,100.0,10.0,561.5,500.0,140.0,140.0,21.0,0.3,0.1,198.6
2474,2016,florida,squash,produce,squash,7400.0,6900.0,35787000.0,39675.0,0.5,500.0,5.8,902.0,1450.0,406.0,406.0,60.9,0.9,0.2,576.0
2475,2016,georgia,squash,produce,squash,3700.0,3600.0,22572000.0,29700.0,0.5,100.0,8.2,760.0,410.0,114.8,114.8,17.2,0.3,0.1,162.9
2476,2016,michigan,squash,produce,squash,9600.0,9300.0,33570000.0,111600.0,0.5,300.0,12.0,300.8,1800.0,504.0,504.0,75.6,1.1,0.2,715.0
2477,2016,new jersey,squash,produce,squash,3100.0,2900.0,10921000.0,16675.0,0.5,200.0,5.8,654.9,580.0,162.4,162.4,24.4,0.4,0.1,230.4
2478,2016,new york,squash,produce,squash,5800.0,5600.0,27936000.0,47600.0,0.5,200.0,8.5,586.9,850.0,238.0,238.0,35.7,0.5,0.1,337.7
2479,2016,north carolina,squash,produce,squash,3800.0,3700.0,7326000.0,12210.0,0.5,100.0,3.3,600.0,165.0,46.2,46.2,6.9,0.1,0.0,65.5
2480,2016,oregon,squash,produce,squash,4400.0,4400.0,10981000.0,63800.0,0.5,0.0,14.5,172.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,2016,texas,squash,produce,squash,2000.0,1900.0,7042000.0,8550.0,0.5,100.0,4.5,823.6,225.0,63.0,63.0,9.5,0.1,0.0,89.4
2482,2016,california,strawberries,produce,strawberries,38200.0,38200.0,2849626000.0,1356100.0,0.5,0.0,35.5,2101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,2016,florida,strawberries,produce,strawberries,9500.0,9500.0,323285000.0,97375.0,0.5,0.0,10.2,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2484,2016,new york,strawberries,produce,strawberries,1260.0,1260.0,11844000.0,2520.0,0.5,0.0,2.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,2016,north carolina,strawberries,produce,strawberries,1100.0,1100.0,24684000.0,6600.0,0.5,0.0,6.0,3740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,2016,oregon,strawberries,produce,strawberries,2400.0,2400.0,20195000.0,11640.0,0.5,0.0,4.8,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,2016,washington,strawberries,produce,strawberries,1300.0,1300.0,14077000.0,6110.0,0.5,0.0,4.7,2303.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,2016,california,sweet corn,produce,sweet corn,35000.0,34900.0,163751000.0,296650.0,0.5,100.0,8.5,552.0,425.0,119.0,119.0,17.8,0.3,0.1,168.8
2489,2016,delaware,sweet corn,produce,sweet corn,10000.0,9800.0,14262000.0,61250.0,0.5,200.0,6.2,232.8,620.0,173.6,173.6,26.0,0.4,0.1,246.3
2490,2016,florida,sweet corn,produce,sweet corn,37600.0,34500.0,160080000.0,250125.0,0.5,3100.0,7.2,640.0,11160.0,3124.8,3124.8,468.7,7.0,1.5,4433.2
2491,2016,georgia,sweet corn,produce,sweet corn,27000.0,26000.0,87750000.0,195000.0,0.5,1000.0,7.5,450.0,3750.0,1050.0,1050.0,157.5,2.4,0.5,1489.6
2492,2016,idaho,sweet corn,produce,sweet corn,4300.0,4200.0,10352000.0,23100.0,0.5,100.0,5.5,448.1,275.0,77.0,77.0,11.6,0.2,0.0,109.2
2493,2016,illinois,sweet corn,produce,sweet corn,15500.0,14600.0,16962000.0,105850.0,0.5,900.0,7.2,160.2,3240.0,907.2,907.2,136.1,2.0,0.4,1287.1
2494,2016,indiana,sweet corn,produce,sweet corn,5300.0,5000.0,11160000.0,18000.0,0.5,300.0,3.6,620.0,540.0,151.2,151.2,22.7,0.3,0.1,214.5
2495,2016,maryland,sweet corn,produce,sweet corn,7300.0,7200.0,13121000.0,55800.0,0.5,100.0,7.8,235.1,390.0,109.2,109.2,16.4,0.2,0.1,154.9
2496,2016,michigan,sweet corn,produce,sweet corn,9800.0,9200.0,21818000.0,42780.0,0.5,600.0,4.6,510.0,1380.0,386.4,386.4,58.0,0.9,0.2,548.2
2497,2016,minnesota,sweet corn,produce,sweet corn,120000.0,114000.0,73592000.0,798000.0,0.5,6000.0,7.0,92.2,21000.0,5880.0,5880.0,882.0,13.2,2.7,8342.0
2498,2016,new jersey,sweet corn,produce,sweet corn,6500.0,6400.0,15983000.0,27520.0,0.5,100.0,4.3,580.8,215.0,60.2,60.2,9.0,0.1,0.0,85.4
2499,2016,new york,sweet corn,produce,sweet corn,28900.0,26600.0,48720000.0,126350.0,0.5,2300.0,4.8,385.6,5520.0,1545.6,1545.6,231.8,3.5,0.7,2192.8
2500,2016,ohio,sweet corn,produce,sweet corn,11000.0,10000.0,26896000.0,41000.0,0.5,1000.0,4.1,656.0,2050.0,574.0,574.0,86.1,1.3,0.3,814.3
2501,2016,oregon,sweet corn,produce,sweet corn,25000.0,24900.0,43343000.0,242775.0,0.5,100.0,9.8,178.5,490.0,137.2,137.2,20.6,0.3,0.1,194.6
2502,2016,pennsylvania,sweet corn,produce,sweet corn,11600.0,10800.0,25182000.0,35100.0,0.5,800.0,3.2,717.4,1280.0,358.4,358.4,53.8,0.8,0.2,508.5
2503,2016,washington,sweet corn,produce,sweet corn,82000.0,80000.0,88691000.0,800000.0,0.5,2000.0,10.0,110.9,10000.0,2800.0,2800.0,420.0,6.3,1.3,3972.4
