index,year,state,commodity_name,refed_food_department,refed_food_category,acres_planted,acres_harvested,us_dollars_harvested,tons_harvested,percent_maturity
3209,2019,,,,,9100.0,8700.0,50008000.0,63075.0,0.5
3210,2019,,,,,12300.0,12300.0,58991000.0,108000.0,0.5
3211,2019,,,,,2700.0,2700.0,14496000.0,26450.0,0.5
3212,2019,,,,,2700.0,2700.0,14851000.0,27900.0,0.5
3213,2019,,,,,20800.0,20800.0,136505000.0,233500.0,0.5
3214,2019,,,,,6800.0,6800.0,30133000.0,54400.0,0.5
3215,2019,,,,,23000.0,23000.0,89277000.0,172500.0,0.5
3216,2019,,,,,9200.0,9100.0,46172000.0,91000.0,0.5
3217,2019,,,,,40000.0,39600.0,70560000.0,297000.0,0.5
3218,2019,,,,,11500.0,11400.0,25478000.0,82650.0,0.5
3219,2019,,,,,27000.0,27000.0,327277000.0,209250.0,0.5
3220,2019,,,,,9000.0,9000.0,55956000.0,164000.0,0.5
3221,2019,,,,,24700.0,24700.0,85385000.0,192000.0,0.5
3222,2019,,,,,16000.0,16000.0,65200000.0,244000.0,0.5
3223,2019,,,,,860000.0,860000.0,5411688000.0,6480000.0,0.5
3224,2019,,,,,75000.0,75000.0,308070000.0,391000.0,0.5
3225,2019,,,,,7600.0,7500.0,47766000.0,35625.0,0.5
3226,2019,,,,,27000.0,26200.0,68866000.0,87770.0,0.5
3227,2019,,,,,11000.0,10200.0,27647000.0,30600.0,0.5
3228,2019,,,,,13000.0,11700.0,11588000.0,43290.0,0.5
3229,2019,,,,,18600.0,17600.0,25611000.0,80080.0,0.5
3230,2019,,,,,3500.0,3400.0,6675000.0,16150.0,0.5
3231,2019,,,,,31000.0,30200.0,38259000.0,107210.0,0.5
3232,2019,,,,,12200.0,12200.0,26202000.0,91500.0,0.5
3233,2019,,,,,7500.0,7200.0,8612000.0,24480.0,0.5
3234,2019,,,,,65000.0,63500.0,42254000.0,311150.0,0.5
3235,2019,,,,,11100.0,11100.0,59157000.0,141525.0,0.5
3236,2019,,,,,4400.0,4400.0,85999000.0,51500.0,0.5
3237,2019,,,,,7300.0,7300.0,41706000.0,54000.0,0.5
3238,2019,,,,,47000.0,47000.0,644002000.0,948000.0,0.5
3239,2019,,,,,71300.0,71000.0,1666964000.0,1131825.0,0.5
