index,year,state,commodity_name,refed_food_department,refed_food_category,acres_planted,acres_harvested,us_dollars_harvested,tons_harvested,percent_maturity
3240,2019,,,,,191300.0,188700.0,1824435000.0,2934125.0,0.5
3241,2019,,,,,15500.0,15500.0,129300000.0,134000.0,0.5
3242,2019,,,,,43700.0,43500.0,294676000.0,913500.0,0.5
3243,2019,,,,,3200.0,2700.0,18531000.0,57375.0,0.5
3244,2019,,,,,9800.0,9500.0,144181000.0,152000.0,0.5
3245,2019,,,,,11000.0,10900.0,65815000.0,446900.0,0.5
3246,2019,,,,,6600.0,6600.0,102620000.0,199650.0,0.5
3247,2019,,,,,7100.0,7000.0,36140000.0,112000.0,0.5
3248,2019,,,,,20500.0,20300.0,108409000.0,746050.0,0.5
3249,2019,,,,,10500.0,9000.0,51038000.0,150750.0,0.5
3250,2019,,,,,20000.0,19900.0,180576000.0,716400.0,0.5
3251,2019,,,,,147000.0,147000.0,670529000.0,2056000.0,0.5
3252,2019,,,,,354100.0,354100.0,1009273000.0,3233000.0,0.5
3253,2019,,,,,8800.0,8800.0,24597000.0,106000.0,0.5
3254,2019,,,,,3900.0,3900.0,86279000.0,13100.0,0.5
3255,2019,,,,,44000.0,44000.0,136187000.0,91100.0,0.5
3256,2019,,,,,11500.0,11500.0,137499000.0,48300.0,0.5
3257,2019,,,,,690.0,690.0,4943000.0,5875.0,0.5
3258,2019,,,,,36200.0,36200.0,296021000.0,498000.0,0.5
3259,2019,,,,,2500.0,2500.0,30647000.0,14300.0,0.5
3260,2019,,,,,8500.0,8500.0,37776000.0,39100.0,0.5
3261,2019,,,,,2400.0,2400.0,5313000.0,4800.0,0.5
3262,2019,,,,,3900.0,3900.0,25657000.0,19500.0,0.5
3263,2019,,,,,3800.0,3800.0,24368000.0,19750.0,0.5
3264,2019,,,,,15000.0,15000.0,85898000.0,75000.0,0.5
3265,2019,,,,,2100.0,2100.0,13196000.0,11150.0,0.5
3266,2019,,,,,10000.0,10000.0,61317000.0,163000.0,0.5
3267,2019,,,,,15000.0,15000.0,108774000.0,236000.0,0.5
3268,2019,,,,,20400.0,20400.0,145054000.0,330000.0,0.5
3269,2019,,,,,54000.0,51800.0,19473000.0,72520.0,0.5
3270,2019,,,,,18500.0,17500.0,6896000.0,29750.0,0.5
3271,2019,,,,,34000.0,32300.0,30157000.0,95285.0,0.5
3272,2019,,,,,28000.0,26500.0,11272000.0,54325.0,0.5
3273,2019,,,,,21500.0,21500.0,189236000.0,408500.0,0.5
3274,2019,,,,,42000.0,41800.0,308777000.0,930050.0,0.5
3275,2019,,,,,51300.0,51100.0,209487000.0,960950.0,0.5
3276,2019,,,,,27000.0,26200.0,159872000.0,353700.0,0.5
3277,2019,,,,,310000.0,308000.0,1100869000.0,6545000.0,0.5
3278,2019,,,,,52000.0,51500.0,176831000.0,811150.0,0.5
3279,2019,,,,,49000.0,46500.0,225298000.0,988150.0,0.5
3280,2019,,,,,46000.0,44000.0,185812000.0,902000.0,0.5
3281,2019,,,,,28000.0,27500.0,75021000.0,213125.0,0.5
3282,2019,,,,,20000.0,19700.0,104962000.0,472800.0,0.5
3283,2019,,,,,98000.0,97700.0,323868000.0,977000.0,0.5
3284,2019,,,,,73000.0,58000.0,207060000.0,1015000.0,0.5
3285,2019,,,,,45000.0,44900.0,198889000.0,1257200.0,0.5
3286,2019,,,,,18000.0,17500.0,87360000.0,341250.0,0.5
3287,2019,,,,,165000.0,165000.0,845625000.0,5156250.0,0.5
3288,2019,,,,,70000.0,68000.0,327352000.0,1411000.0,0.5
3289,2019,,,,,4800.0,4700.0,22754000.0,59925.0,0.5
3290,2019,,,,,13100.0,10900.0,17085000.0,209825.0,0.5
3291,2019,,,,,5200.0,5000.0,16982000.0,61250.0,0.5
3292,2019,,,,,5800.0,5400.0,12909000.0,40500.0,0.5
3293,2019,,,,,6600.0,5700.0,8635000.0,20520.0,0.5
3294,2019,,,,,3400.0,3100.0,10991000.0,35650.0,0.5
3295,2019,,,,,3700.0,3500.0,9911000.0,21875.0,0.5
3296,2019,,,,,2000.0,1900.0,5147000.0,29925.0,0.5
3297,2019,,,,,7200.0,6300.0,16777000.0,33075.0,0.5
3298,2019,,,,,5700.0,5600.0,16427000.0,46200.0,0.5
3299,2019,,,,,2900.0,2600.0,15544000.0,22100.0,0.5
3300,2019,,,,,7500.0,7500.0,386303000.0,71750.0,0.5
3301,2019,,,,,9200.0,9200.0,46011000.0,41250.0,0.5
3302,2019,,,,,50800.0,50100.0,388741000.0,350700.0,0.5
3303,2019,,,,,2000.0,1900.0,6658000.0,11400.0,0.5
3304,2019,,,,,7400.0,7300.0,58339000.0,73000.0,0.5
3305,2019,,,,,7900.0,7700.0,35412000.0,40425.0,0.5
3306,2019,,,,,3800.0,3700.0,16343000.0,22200.0,0.5
3307,2019,,,,,8900.0,8600.0,40502000.0,86000.0,0.5
3308,2019,,,,,3500.0,3200.0,13706000.0,14400.0,0.5
3309,2019,,,,,5400.0,5200.0,27226000.0,36400.0,0.5
3310,2019,,,,,4600.0,4400.0,20311000.0,28600.0,0.5
3311,2019,,,,,3500.0,3400.0,8122000.0,55250.0,0.5
3312,2019,,,,,35400.0,35400.0,2221320000.0,1025000.0,0.5
3313,2019,,,,,9400.0,9400.0,307200000.0,101000.0,0.5
3314,2019,,,,,34000.0,33600.0,172368000.0,302400.0,0.5
3315,2019,,,,,42000.0,41000.0,140883000.0,235750.0,0.5
3316,2019,,,,,28000.0,26900.0,75042000.0,161400.0,0.5
3317,2019,,,,,17000.0,15500.0,15532000.0,120125.0,0.5
3318,2019,,,,,103000.0,99100.0,50431000.0,693700.0,0.5
3319,2019,,,,,28000.0,26500.0,40422000.0,172250.0,0.5
3320,2019,,,,,24000.0,23700.0,38103000.0,242925.0,0.5
3321,2019,,,,,77000.0,75000.0,85806000.0,787500.0,0.5
3322,2019,,,,,53400.0,49400.0,33470000.0,432250.0,0.5
3323,2019,,,,,64000.0,64000.0,735564000.0,1060000.0,0.5
3324,2019,,,,,8300.0,8300.0,21625000.0,47000.0,0.5
3325,2019,,,,,255000.0,247700.0,1174395000.0,11579975.0,0.5
3326,2019,,,,,27000.0,26000.0,425912000.0,390000.0,0.5
3327,2019,,,,,5000.0,5000.0,34593000.0,126250.0,0.5
3328,2019,,,,,10300.0,10200.0,105060000.0,255000.0,0.5
3329,2019,,,,,25500.0,24500.0,161539000.0,453250.0,0.5
3330,2019,,,,,22000.0,21100.0,101216000.0,411450.0,0.5
3331,2019,,,,,6500.0,6100.0,35294000.0,115900.0,0.5
3332,2019,,,,,7800.0,7400.0,23998000.0,85100.0,0.5
3333,2019,,,,,5000.0,4500.0,16022000.0,72000.0,0.5
3334,2019,,,,,24000.0,23000.0,83202000.0,333500.0,0.5
